author_name,gender,country,continent,city_birth,city_residence,language,year_birth,year_death,work1,work2,awards,time period,bio,list_url,list_title,list_bookname,list_copy
Krishna Sobti,Female,India,Asia,"Gujrat, Pakistan","New Delhi, India",Hindi,1925,2019,Zindaginama,The Heart Has Its Reasons,,20th Century; 21st Century,"Krishna Sobti was an Indian Hindi-language fiction writer and essayist. She won the Sahitya Akademi Award in 1980 for her novel Zindaginama and in 1996, was awarded the Sahitya Akademi Fellowship, the highest award of the Akademi.",https://www.hammockmag.com/recommendations-lists/a-new-reading-list-for-new-delhi,A New Reading List for New Delhi,The Heart Has Its Reasons,"Originally published as Dill-O-Danish in 1992, Sobti’s book explores the social impact of desire, what makes an outcast in a duty-bound familial hierarchy, arranged marriage defined by socio-economic benefit, and what it means to rebel against diktats. Set in 1920, the story was inspired by Begum Samru ki Kothi, an old, grand mansion in Old Delhi and now the location of an electrical goods market. She transports the reader to a Delhi present only in memory, but not so different from today in some ways – a city of various religions, old money, chauvinism and women persevering despite patriarchal confines of their everyday lives."
Andrea Camilleri,Male,Italy,Europe,"Porto Empedocle, Italy","Rome, Italy",Italian,1925,2019,The Age of Doubt,The Terracotta Dog,,20th Century; 21st Century,Andrea Calogero Camilleri was an Italian writer best known for his Salvo Montalbano crime novels.,,,,
Yukio Mishima,Male,Japan,Asia,"Tokyo, Japan","Tokyo, Japan",Japanese,1925,1970,The Sailor Who Fell from Grace with the Sea,Confessions of a Mask,,20th Century,"Yukio Mishima, born Kimitake Hiraoka, was a Japanese author, poet, playwright, actor, model, Shintoist, ultra-nationalist, and leader of an attempted coup d'état which culminated in his suicide. Mishima is considered one of the most important postwar stylists of the Japanese language.",,,,
Rosario Castellanos,Female,Mexico,Latin America,"Mexico City, Mexico","Tel Aviv, Israel",Spanish,1925,1974,City of Kings,The Book of Lamentations,,20th Century,"Rosario Castellanos Figueroa was a Mexican poet and author. She was one of Mexico's most important literary voices in the last century. Throughout her life, she wrote eloquently about issues of cultural and gender oppression.",,,,
James Salter,Male,USA,North America,"New Jersey, USA","New York, USA",English,1925,2015,All That Is,A Sport and A Pastime,,20th Century; 21st Century,"James Arnold Horowitz, better known as James Salter, his pen name and later-adopted legal name, was an American novelist and short-story writer. Originally a career officer and pilot in the US Air Force, he resigned from the military in 1957 following the successful publication of his first novel.",,,,
Ingeborg Bachmann,Female,Austria,Europe,"Klagenfurt, Austria","Rome, Italy",German,1926,1973,Malina,The Thirtieth Year,Buchner Prize,20th Century,"Ingeborg Bachmann was an Austrian poet and author, regarded as one of the major voices of German-language literature in the 20th century. In 1963, she was nominated for the Nobel Prize in Literature.",,,,
Arnost Lustig,Male,Czechia,Europe,"Prague, Czechia","Prague, Czechia",Czech,1926,2011,A Prayer for Katerina Horowitz,Darkness Casts No Shadow,,20th Century,"Arnošt Lustig was a renowned Czech Jewish author of novels, short stories, plays, and screenplays whose works have often involved the Holocaust.",,,,
Mahasweta Devi,Female,India,Asia,"Dhaka, Bangladesh","Kolkata, India",Bengali,1926,2016,The Queen of Jhansi,The School Teacher,International Booker Prize,20th Century; 21st Century,"Mahasweta Devi was an Indian writer in Bengali and an activist. She was a leftist who worked for the rights and empowerment of the tribal people of West Bengal, Bihar, Madhya Pradesh and Chhattisgarh states of India.",,,,
John Berger,Male,United Kingdom,Europe,"London, UK","Paris, France",English,1926,2017,G.,Ways of Seeing,Booker Prize,20th Century; 21st Century,"John Peter Berger was an English art critic, novelist, painter and poet. His novel G. won the 1972 Booker Prize, and his essay on art criticism Ways of Seeing was hugely influential. He lived in France for nearly 50 years.",,,,
Harper Lee,Female,USA,North America,"Alabama, USA","Alabama, USA",English,1926,2016,To Kill a Mockingbird,Go Set A Watchman,Pulitzer Prize,20th Century; 21st Century,Nelle Harper Lee was an American novelist whose 1960 novel To Kill a Mockingbird won the 1961 Pulitzer Prize and became a classic of modern American literature.,,,,
Richard Yates,Male,USA,North America,"New York, USA","Alabama, USA",English,1926,1992,Revolutionary Road,Liars in Love,National Book Award,20th Century,"Richard Walden Yates was an American fiction writer identified with the mid-century ""Age of Anxiety."" His first novel, Revolutionary Road, was a finalist for the 1962 National Book Award, while his first short story collection, Eleven Kinds of Loneliness, brought comparisons to James Joyce.",,,,
Gabriel García Márquez,Male,Colombia,Latin America,"Aracataca, Colombia","Mexico City, Mexico",Spanish,1927,2014,One Hundred Years of Solitude,Love in the Time of Cholera,Nobel Prize; Neustadt International Prize,20th Century; 21st Century,"Gabriel García Márquez was a Colombian novelist and one of the greatest writers of the 20th century, who was awarded the Nobel Prize for Literature in 1982. ",,,,
Günter Grass,Male,Germany,Europe,"Gdańsk, Poland","Lübeck, Germany",German,1927,2015,The Tin Drum,My Century,Nobel Prize; Buchner Prize,20th Century,"Günter Wilhelm Grass was a German novelist, poet, playwright, illustrator, graphic artist, sculptor, and recipient of the 1999 Nobel Prize in Literature.",,,,
Harry Mulisch,Male,Netherlands,Europe,"Haarlem, Netherlands","Amsterdam, Netherlands",Dutch,1927,2010,The Discovery of Heaven,The Assault,International Booker Prize,20th Century; 21st Century,"Harry Kurt Victor Mulisch was a Dutch writer. He wrote more than 80 novels, plays, essays, poems, and philosophical reflections. Mulisch's works have been translated into 38 languages.",,,,
Peter Matthiessen,Male,USA,North America,"New York, USA","New York, USA",English,1927,2014,Shadow Country,The Snow Leopard,National Book Award,20th Century; 21st Century,"Peter Matthiessen was an American novelist, naturalist, wilderness writer, zen teacher and onetime CIA agent. A co-founder of the literary magazine The Paris Review, he is the only writer to have won the National Book Award in both nonfiction and fiction.",,,,
William Trevor,Male,Ireland,Europe,"Mitchelstown, Ireland","Devon, UK",English,1928,2016,The Story of Lucy Gault,Love and Summer,Booker Prize,20th Century; 21st Century,"William Trevor Cox, known by his pen name William Trevor, was an Irish novelist, playwright, and short story writer. One of the elder statesmen of the Irish literary world, he is widely regarded as one of the greatest contemporary writers of short stories in the English language.",,,,
Carlos Fuentes,Male,Mexico,Latin America,"Panama City, Panama","Mexico City, Mexico",Spanish,1928,2012,The Death of Artemio Cruz,The Old Gringo,Cervantes Prize,20th Century; 21st Century,"Carlos Fuentes Macías was a Mexican novelist and essayist. He was known as as ""one of the most admired writers in the Spanish-speaking world"" and an important influence on Latin American literature.",,,,
Elie Wiesel,Male ,Romania,Europe,"Sighet, Romania","New York, USA",Yiddish; French; English,1928,2016,Night,Dawn,Nobel Prize; Prix Medicis,20th Century,"Eliezer ""Elie"" Wiesel was a Romanian-born American writer, professor, political activist, Nobel laureate, and Holocaust survivor. He authored 57 books, written mostly in French and English, including Night, a work based on his experiences as a Jewish prisoner in the Auschwitz and Buchenwald concentration camps.",,,,
Anita Brookner,Female,United Kingdom,Europe,"London, UK","London, UK",English,1928,2016,Hotel du Lac,A Start in Life,Booker Prize,20th Century; 21st Century,Anita Brookner was an English novelist and art historian. She was Slade Professor of Fine Art at the University of Cambridge from 1967 to 1968 and was the first woman to hold this visiting professorship.,,,,
Cynthia Ozick,Female,USA,North America,"New York, USA","New York, USA",English,1928,,Quarrel and Quandary,The Pagan Rabbi,Pulitzer Prize; National Book Award,20th Century; 21st Century,"Cynthia Ozick is an American short story writer, novelist, and essayist. She has been described as """"one of the most accomplished and graceful literary stylists of her time"".

",,,,
Robert Pirsig,Male,USA,North America,"Minneapolis, USA","Maine, USA",English,1928,2017,Zen and The Art of Motorcycle Maintenance,Lila,,20th Century,Robert Maynard Pirsig was an American writer and philosopher.,,,,
Kateb Yacine,Male,Algeria,Africa,"Constantine, Algeria","Grenoble, France",French; Arabic,1929,1989,Nedjma,,,20th Century,"Kateb Yacine was an Algerian writer notable for his novels and plays, both in French and Algerian Arabic, and his advocacy of the Berber cause.",,,,
Ferdinand Oyono,Male,Cameroon,Africa,"N'Goulemakong, Cameroon","Yaoundé, Cameroon",French,1929,2010,Houseboy,Road to Europe,,20th Century,"Ferdinand Léopold Oyono was a diplomat, politician and author from Cameroon. His literary work is recognised for a sense of irony that reveals how easily people can be fooled.",,,,
Milan Kundera,Male,Czechia,Europe,"Brno, Czechia","Paris, France",Czech; French,1929,2023,The Joke,The Unbearable Lightness of Being,Prix Medicis,20th Century,"Milan Kundera was a Czech and French novelist. Kundera went into exile in France in 1975, acquiring citizenship in 1981.",,,,
Imre Kertesz,Male,Hungary,Europe,"Budapest, Hungary","Budapest, Hungary",Hungarian,1929,2016,Fatelessness,Liquidation,Nobel Prize,20th Century; 21st Century,"Imre Kertész was a Hungarian author and the first Hungarian recipient of the Nobel Prize in Literature, ""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history"".",,,,
Mariama Bâ,Female,Senegal,Africa,"Dakar, Senegal","Dakar, Senegal",French,1929,1981,So Long a Letter,Scarlet Song,,20th Century,"Mariama Bâ was a Senegalese author and feminist, whose two French-language novels were both translated into more than a dozen languages. Born in Dakar, Senegal, she was raised a Muslim.",,,,
Tayeb Salih,Male,Sudan,Africa,"Al Dabbah, Sudan","Khartoum, Sudan",Arabic,1929,2009,Season of Migration to the North,The Wedding of Zein,,20th Century,"Tayeb Salih was a Sudanese writer, novelist, cultural journalist for the BBC Arabic programme as well as for Arabic journals, and a staff member of UNESCO. He is best known for his novel Season of Migration to the North, considered to be one of the most important novels in Arabic literature.",,,,
Ursula Le Guin,Female,USA,North America,"Berkeley, USA","Portland, Oregon, USA",English,1929,2018,The Left Hand of Darkness,The Dispossessed,National Book Award,20th Century; 21st Century,"Ursula Kroeber Le Guin was an American author. She is best known for her works of speculative fiction, including science fiction works set in her Hainish universe, and the Earthsea fantasy series.",,,,
Grace Ogot,Female,Kenya,Africa,"Asembo, Kenya","Nairobi, Kenya",English; Kiswahili,1930,2015,The Promised Land,The River Between,,20th Century; 21st Century,"Grace Emily Ogot was a Kenyan author, nurse, journalist, politician and diplomat. Together with Charity Waciuma she was the first Anglophone female Kenyan writer to be published. She was one of the first Kenyan members of parliament and became an assistant minister.",,,,
Chinua Achebe,Male,Nigeria,Africa,"Ogidi, Nigeria","Boston, USA",English,1930,2013,Things Fall Apart,Arrow of God,,20th Century; 21st Century,"Chinua Achebe was a Nigerian novelist, poet, and critic who is regarded as a central figure of modern African literature. His first novel and magnum opus, Things Fall Apart, occupies a pivotal place in African literature and remains the most widely studied, translated, and read African novel.",,,,
